timestamp_utc,lead_hour,station_id,station_name,subbasin_id,precipitation_mm_hr,cumulative_mm
2026-09-02 09:30:00,63,SALWAN,Salwan,SUB_BHOGAWATI_MID,0.2,17.8
2026-09-02 10:30:00,64,SALWAN,Salwan,SUB_BHOGAWATI_MID,0.3,18.1
2026-09-02 11:30:00,65,SALWAN,Salwan,SUB_BHOGAWATI_MID,0.1,18.2
2026-09-02 12:30:00,66,SALWAN,Salwan,SUB_BHOGAWATI_MID,0.1,18.3
2026-09-02 13:30:00,67,SALWAN,Salwan,SUB_BHOGAWATI_MID,0.0,18.3
2026-09-02 14:30:00,68,SALWAN,Salwan,SUB_BHOGAWATI_MID,0.2,18.5
2026-09-02 15:30:00,69,SALWAN,Salwan,SUB_BHOGAWATI_MID,0.2,18.7
2026-09-02 16:30:00,70,SALWAN,Salwan,SUB_BHOGAWATI_MID,0.4,19.1
2026-09-02 17:30:00,71,SALWAN,Salwan,SUB_BHOGAWATI_MID,0.1,19.2
2026-09-02 18:30:00,72,SALWAN,Salwan,SUB_BHOGAWATI_MID,0.0,19.2
2026-09-02 19:30:00,73,SALWAN,Salwan,SUB_BHOGAWATI_MID,0.1,19.3
2026-09-02 20:30:00,74,SALWAN,Salwan,SUB_BHOGAWATI_MID,0.4,19.7
2026-09-02 21:30:00,75,SALWAN,Salwan,SUB_BHOGAWATI_MID,0.4,20.1
2026-09-02 22:30:00,76,SALWAN,Salwan,SUB_BHOGAWATI_MID,0.3,20.4
2026-09-02 23:30:00,77,SALWAN,Salwan,SUB_BHOGAWATI_MID,0.4,20.8
2026-09-03 00:30:00,78,SALWAN,Salwan,SUB_BHOGAWATI_MID,0.5,21.3
2026-09-03 01:30:00,79,SALWAN,Salwan,SUB_BHOGAWATI_MID,0.4,21.7
2026-09-03 02:30:00,80,SALWAN,Salwan,SUB_BHOGAWATI_MID,1.3,23.0
2026-09-03 03:30:00,81,SALWAN,Salwan,SUB_BHOGAWATI_MID,0.4,23.4
2026-09-03 04:30:00,82,SALWAN,Salwan,SUB_BHOGAWATI_MID,0.5,23.9
2026-09-03 05:30:00,83,SALWAN,Salwan,SUB_BHOGAWATI_MID,0.3,24.2
2026-09-03 06:30:00,84,SALWAN,Salwan,SUB_BHOGAWATI_MID,0.2,24.4
2026-09-03 07:30:00,85,SALWAN,Salwan,SUB_BHOGAWATI_MID,0.1,24.5
2026-09-03 08:30:00,86,SALWAN,Salwan,SUB_BHOGAWATI_MID,0.2,24.7
2026-09-03 09:30:00,87,SALWAN,Salwan,SUB_BHOGAWATI_MID,0.2,24.9
2026-09-03 10:30:00,88,SALWAN,Salwan,SUB_BHOGAWATI_MID,0.2,25.1
2026-09-03 11:30:00,89,SALWAN,Salwan,SUB_BHOGAWATI_MID,0.4,25.5
