timestamp_utc,lead_hour,station_id,station_name,subbasin_id,precipitation_mm_hr,cumulative_mm
2026-08-30 18:30:00,0,SUB_RADHANAGARI_DAM_CENTROID,SUB_RADHANAGARI_DAM Subbasin Centroid,SUB_RADHANAGARI_DAM,0.3,0.3
2026-08-30 19:30:00,1,SUB_RADHANAGARI_DAM_CENTROID,SUB_RADHANAGARI_DAM Subbasin Centroid,SUB_RADHANAGARI_DAM,0.3,0.6
2026-08-30 20:30:00,2,SUB_RADHANAGARI_DAM_CENTROID,SUB_RADHANAGARI_DAM Subbasin Centroid,SUB_RADHANAGARI_DAM,0.3,0.9
2026-08-30 21:30:00,3,SUB_RADHANAGARI_DAM_CENTROID,SUB_RADHANAGARI_DAM Subbasin Centroid,SUB_RADHANAGARI_DAM,0.2,1.1
2026-08-30 22:30:00,4,SUB_RADHANAGARI_DAM_CENTROID,SUB_RADHANAGARI_DAM Subbasin Centroid,SUB_RADHANAGARI_DAM,0.5,1.6
2026-08-30 23:30:00,5,SUB_RADHANAGARI_DAM_CENTROID,SUB_RADHANAGARI_DAM Subbasin Centroid,SUB_RADHANAGARI_DAM,0.8,2.4
2026-08-31 00:30:00,6,SUB_RADHANAGARI_DAM_CENTROID,SUB_RADHANAGARI_DAM Subbasin Centroid,SUB_RADHANAGARI_DAM,0.5,2.9
2026-08-31 01:30:00,7,SUB_RADHANAGARI_DAM_CENTROID,SUB_RADHANAGARI_DAM Subbasin Centroid,SUB_RADHANAGARI_DAM,0.6,3.5
2026-08-31 02:30:00,8,SUB_RADHANAGARI_DAM_CENTROID,SUB_RADHANAGARI_DAM Subbasin Centroid,SUB_RADHANAGARI_DAM,0.7,4.2
2026-08-31 03:30:00,9,SUB_RADHANAGARI_DAM_CENTROID,SUB_RADHANAGARI_DAM Subbasin Centroid,SUB_RADHANAGARI_DAM,0.5,4.7
2026-08-31 04:30:00,10,SUB_RADHANAGARI_DAM_CENTROID,SUB_RADHANAGARI_DAM Subbasin Centroid,SUB_RADHANAGARI_DAM,0.5,5.2
2026-08-31 05:30:00,11,SUB_RADHANAGARI_DAM_CENTROID,SUB_RADHANAGARI_DAM Subbasin Centroid,SUB_RADHANAGARI_DAM,1.1,6.3
2026-08-31 06:30:00,12,SUB_RADHANAGARI_DAM_CENTROID,SUB_RADHANAGARI_DAM Subbasin Centroid,SUB_RADHANAGARI_DAM,0.9,7.2
2026-08-31 07:30:00,13,SUB_RADHANAGARI_DAM_CENTROID,SUB_RADHANAGARI_DAM Subbasin Centroid,SUB_RADHANAGARI_DAM,0.4,7.6
2026-08-31 08:30:00,14,SUB_RADHANAGARI_DAM_CENTROID,SUB_RADHANAGARI_DAM Subbasin Centroid,SUB_RADHANAGARI_DAM,0.3,7.9
2026-08-31 09:30:00,15,SUB_RADHANAGARI_DAM_CENTROID,SUB_RADHANAGARI_DAM Subbasin Centroid,SUB_RADHANAGARI_DAM,0.2,8.1
2026-08-31 10:30:00,16,SUB_RADHANAGARI_DAM_CENTROID,SUB_RADHANAGARI_DAM Subbasin Centroid,SUB_RADHANAGARI_DAM,0.1,8.2
2026-08-31 11:30:00,17,SUB_RADHANAGARI_DAM_CENTROID,SUB_RADHANAGARI_DAM Subbasin Centroid,SUB_RADHANAGARI_DAM,0.1,8.3
2026-08-31 12:30:00,18,SUB_RADHANAGARI_DAM_CENTROID,SUB_RADHANAGARI_DAM Subbasin Centroid,SUB_RADHANAGARI_DAM,0.2,8.5
2026-08-31 13:30:00,19,SUB_RADHANAGARI_DAM_CENTROID,SUB_RADHANAGARI_DAM Subbasin Centroid,SUB_RADHANAGARI_DAM,0.2,8.7
2026-08-31 14:30:00,20,SUB_RADHANAGARI_DAM_CENTROID,SUB_RADHANAGARI_DAM Subbasin Centroid,SUB_RADHANAGARI_DAM,0.4,9.1
2026-08-31 15:30:00,21,SUB_RADHANAGARI_DAM_CENTROID,SUB_RADHANAGARI_DAM Subbasin Centroid,SUB_RADHANAGARI_DAM,0.4,9.5
2026-08-31 16:30:00,22,SUB_RADHANAGARI_DAM_CENTROID,SUB_RADHANAGARI_DAM Subbasin Centroid,SUB_RADHANAGARI_DAM,0.4,9.9
2026-08-31 17:30:00,23,SUB_RADHANAGARI_DAM_CENTROID,SUB_RADHANAGARI_DAM Subbasin Centroid,SUB_RADHANAGARI_DAM,0.3,10.2
2026-08-31 18:30:00,24,SUB_RADHANAGARI_DAM_CENTROID,SUB_RADHANAGARI_DAM Subbasin Centroid,SUB_RADHANAGARI_DAM,0.1,10.3
2026-08-31 19:30:00,25,SUB_RADHANAGARI_DAM_CENTROID,SUB_RADHANAGARI_DAM Subbasin Centroid,SUB_RADHANAGARI_DAM,0.1,10.4
2026-08-31 20:30:00,26,SUB_RADHANAGARI_DAM_CENTROID,SUB_RADHANAGARI_DAM Subbasin Centroid,SUB_RADHANAGARI_DAM,0.0,10.4
2026-08-31 21:30:00,27,SUB_RADHANAGARI_DAM_CENTROID,SUB_RADHANAGARI_DAM Subbasin Centroid,SUB_RADHANAGARI_DAM,0.1,10.5
2026-08-31 22:30:00,28,SUB_RADHANAGARI_DAM_CENTROID,SUB_RADHANAGARI_DAM Subbasin Centroid,SUB_RADHANAGARI_DAM,0.2,10.7
2026-08-31 23:30:00,29,SUB_RADHANAGARI_DAM_CENTROID,SUB_RADHANAGARI_DAM Subbasin Centroid,SUB_RADHANAGARI_DAM,0.5,11.2
2026-09-01 00:30:00,30,SUB_RADHANAGARI_DAM_CENTROID,SUB_RADHANAGARI_DAM Subbasin Centroid,SUB_RADHANAGARI_DAM,0.7,11.9
2026-09-01 01:30:00,31,SUB_RADHANAGARI_DAM_CENTROID,SUB_RADHANAGARI_DAM Subbasin Centroid,SUB_RADHANAGARI_DAM,1.4,13.3
2026-09-01 02:30:00,32,SUB_RADHANAGARI_DAM_CENTROID,SUB_RADHANAGARI_DAM Subbasin Centroid,SUB_RADHANAGARI_DAM,0.7,14.0
2026-09-01 03:30:00,33,SUB_RADHANAGARI_DAM_CENTROID,SUB_RADHANAGARI_DAM Subbasin Centroid,SUB_RADHANAGARI_DAM,0.7,14.7
2026-09-01 04:30:00,34,SUB_RADHANAGARI_DAM_CENTROID,SUB_RADHANAGARI_DAM Subbasin Centroid,SUB_RADHANAGARI_DAM,1.1,15.8
