# HEC-DSSVue Tabular Rainfall Import Format
# Basin: PANCHGANGA | Generated: 2026-08-31T12:20:40.187360+00:00

PATHNAME: /PANCHGANGA/SUB_PANCHGANGA_LOWER_CENTROID/PRECIP-INC/30AUG2026/1HOUR/OPENMETEO-V1/
UNITS: MM
TYPE: INST-VAL
INTERVAL: 1HOUR
DATE,TIME,VALUE
02SEP2026,19:30:00,0.20
02SEP2026,20:30:00,0.30
02SEP2026,21:30:00,0.30
02SEP2026,22:30:00,0.40
02SEP2026,23:30:00,0.50
03SEP2026,00:30:00,0.60
03SEP2026,01:30:00,0.80
03SEP2026,02:30:00,1.10
03SEP2026,03:30:00,0.80
03SEP2026,04:30:00,0.70
03SEP2026,05:30:00,0.80
03SEP2026,06:30:00,0.30
03SEP2026,07:30:00,0.40
03SEP2026,08:30:00,0.50
03SEP2026,09:30:00,0.30
03SEP2026,10:30:00,0.50
03SEP2026,11:30:00,0.30
