date,time,ft_str,ft_dec,stage_m,q_cfs,q_cumec
9/19/2021,7:00 AM,14'4'',14.33,534.55,5748.0,162.77
9/20/2021,7:00 AM,13'7'',13.58,534.32,5040.0,142.72
9/21/2021,7:00 AM,13'2'',13.17,534.2,4591.0,130.0
9/22/2021,7:00 AM,13'3'',13.25,534.22,4679.0,132.49
9/23/2021,7:00 AM,13'9'',13.75,534.38,5231.0,148.13
9/24/2021,7:00 AM,15'10'',15.83,535.01,6837.0,193.6
9/17/2021,8:00 AM,20'10'',20.83,536.53,13766.0,389.81
9/18/2021,8:00 AM,16'02'',16.17,535.11,7211.0,204.19
9/19/2021,8:00 AM,14'4'',14.33,534.55,5748.0,162.77
9/20/2021,8:00 AM,13'7'',13.58,534.32,5040.0,142.72
9/21/2021,8:00 AM,13'1'',13.08,534.17,4503.0,127.51
9/22/2021,8:00 AM,13'3'',13.25,534.22,4679.0,132.49
9/23/2021,8:00 AM,13'10'',13.83,534.4,5327.0,150.84
9/24/2021,8:00 AM,15'10'',15.83,535.01,6837.0,193.6
9/17/2021,9:00 AM,20'06'',20.5,536.43,13223.0,374.43
9/18/2021,9:00 AM,16'0'',16.0,535.06,6975.0,197.51
9/19/2021,9:00 AM,14'4'',14.33,534.55,5748.0,162.77
9/20/2021,9:00 AM,13'6'',13.5,534.3,4944.0,140.0
9/21/2021,9:00 AM,13'1'',13.08,534.17,4503.0,127.51
9/22/2021,9:00 AM,13'4'',13.33,534.25,4768.0,135.01
9/23/2021,9:00 AM,13'11'',13.92,534.43,5422.0,153.53
9/24/2021,9:00 AM,15'10'',15.83,535.01,6837.0,193.6
9/17/2021,10:00 AM,20'02'',20.17,536.33,12679.0,359.03
9/18/2021,10:00 AM,15'10'',15.83,535.01,6837.0,193.6
9/19/2021,10:00 AM,14'4'',14.33,534.55,5748.0,162.77
9/20/2021,10:00 AM,13'6'',13.5,534.3,4944.0,140.0
9/21/2021,10:00 AM,13'1'',13.08,534.17,4503.0,127.51
9/22/2021,10:00 AM,13'4'',13.33,534.25,4768.0,135.01
9/23/2021,10:00 AM,14'00'',14.0,534.45,5518.0,156.25
9/24/2021,10:00 AM,15'10'',15.83,535.01,6837.0,193.6
9/17/2021,11:00 AM,19'09'',19.75,536.2,12000.0,339.8
9/18/2021,11:00 AM,15'08'',15.67,534.96,6699.0,189.69
9/19/2021,11:00 AM,14'4'',14.33,534.55,5748.0,162.77
9/20/2021,11:00 AM,13'5'',13.42,534.27,4856.0,137.51
9/21/2021,11:00 AM,13'1'',13.08,534.17,4503.0,127.51
9/22/2021,11:00 AM,13'4'',13.33,534.25,4768.0,135.01
9/23/2021,11:00 AM,14'00'',14.0,534.45,5518.0,156.25
9/24/2021,11:00 AM,15'09'',15.75,534.98,6768.0,191.65
9/17/2021,12:00 PM,19'06'',19.5,536.13,11592.0,328.25
9/18/2021,12:00 PM,15'06'',15.5,534.91,6562.0,185.82
9/19/2021,12:00 PM,14'4'',14.33,534.55,5748.0,162.77
9/20/2021,12:00 PM,13'4'',13.33,534.25,4768.0,135.01
9/21/2021,12:00 PM,13'0'',13.0,534.15,4414.0,124.99
9/22/2021,12:00 PM,13'5'',13.42,534.27,4856.0,137.51
9/23/2021,12:00 PM,14'02'',14.17,534.5,5633.0,159.51
9/24/2021,12:00 PM,15'08'',15.67,534.96,6699.0,189.69
9/17/2021,1:00 PM,19'03'',19.25,536.05,11184.0,316.7
9/18/2021,1:00 PM,15'05'',15.42,534.88,6498.0,184.0
9/19/2021,1:00 PM,14'4'',14.33,534.55,5748.0,162.77
9/20/2021,1:00 PM,13'3'',13.25,534.22,4679.0,132.49
9/21/2021,1:00 PM,12'11'',12.92,534.12,4329.0,122.58
9/22/2021,1:00 PM,13'5'',13.42,534.27,4856.0,137.51
9/23/2021,1:00 PM,14'4'',14.33,534.55,5748.0,162.77
9/24/2021,1:00 PM,15'08'',15.67,534.96,6699.0,189.69
9/17/2021,2:00 PM,19'00'',19.0,535.98,10777.0,305.17
9/18/2021,2:00 PM,15'04'',15.33,534.86,6434.0,182.19
9/19/2021,2:00 PM,14'3'',14.25,534.53,5690.0,161.12
9/20/2021,2:00 PM,13'3'',13.25,534.22,4679.0,132.49
9/21/2021,2:00 PM,12'11'',12.92,534.12,4329.0,122.58
9/22/2021,2:00 PM,13'6'',13.5,534.3,4944.0,140.0
9/23/2021,2:00 PM,14'6'',14.5,534.6,5862.0,165.99
9/24/2021,2:00 PM,15'08'',15.67,534.96,6699.0,189.69
9/17/2021,3:00 PM,18'08'',18.67,535.87,10233.0,289.77
9/18/2021,3:00 PM,15'03'',15.25,534.83,6371.0,180.41
9/19/2021,3:00 PM,14'3'',14.25,534.53,5690.0,161.12
9/20/2021,3:00 PM,13'3'',13.25,534.22,4679.0,132.49
9/21/2021,3:00 PM,12'10'',12.83,534.1,4244.0,120.18
9/22/2021,3:00 PM,13'7'',13.58,534.32,5040.0,142.72
9/23/2021,3:00 PM,14'9'',14.75,534.67,6021.0,170.5
9/24/2021,3:00 PM,15'07'',15.58,534.93,6630.0,187.74
9/17/2021,4:00 PM,18'03'',18.25,535.75,9554.0,270.54
9/18/2021,4:00 PM,15'02'',15.17,534.81,6307.0,178.59
9/19/2021,4:00 PM,14'02'',14.17,534.5,5633.0,159.51
9/20/2021,4:00 PM,13'3'',13.25,534.22,4679.0,132.49
9/21/2021,4:00 PM,12'10'',12.83,534.1,4244.0,120.18
9/22/2021,4:00 PM,13'7'',13.58,534.32,5040.0,142.72
9/23/2021,4:00 PM,14'11'',14.92,534.73,6127.0,173.5
9/24/2021,4:00 PM,15'07'',15.58,534.93,6630.0,187.74
9/17/2021,5:00 PM,18'00'',18.0,535.67,9147.0,259.01
9/18/2021,5:00 PM,15'01'',15.08,534.78,6244.0,176.81
9/19/2021,5:00 PM,14'02'',14.17,534.5,5633.0,159.51
9/20/2021,5:00 PM,13'3'',13.25,534.22,4679.0,132.49
9/21/2021,5:00 PM,12'10'',12.83,534.1,4244.0,120.18
9/22/2021,5:00 PM,13'7'',13.58,534.32,5040.0,142.72
9/23/2021,5:00 PM,15'00'',15.0,534.76,6180.0,175.0
9/24/2021,5:00 PM,15'06'',15.5,534.91,6962.0,197.14
9/17/2021,6:00 PM,17'10'',17.83,535.62,9021.0,255.45
9/18/2021,6:00 PM,15'01'',15.08,534.78,6244.0,176.81
9/19/2021,6:00 PM,14'01'',14.08,534.48,5576.0,157.89
9/20/2021,6:00 PM,13'3'',13.25,534.22,4679.0,132.49
9/21/2021,6:00 PM,12'10'',12.83,534.1,4244.0,120.18
9/22/2021,6:00 PM,13'7'',13.58,534.32,5040.0,142.72
9/23/2021,6:00 PM,15'03'',15.25,534.83,6371.0,180.41
9/24/2021,6:00 PM,15'05'',15.42,534.88,6498.0,184.0
9/17/2021,7:00 PM,17'06'',17.5,535.52,8769.0,248.31
9/18/2021,7:00 PM,15'01'',15.08,534.78,6244.0,176.81
9/19/2021,7:00 PM,14'00'',14.0,534.45,5518.0,156.25
9/20/2021,7:00 PM,13'3'',13.25,534.22,4679.0,132.49
9/21/2021,7:00 PM,12'10'',12.83,534.1,4244.0,120.18
9/22/2021,7:00 PM,13'7'',13.58,534.32,5040.0,142.72
9/23/2021,7:00 PM,15'06'',15.5,534.91,6962.0,197.14
9/24/2021,7:00 PM,15'04'',15.33,534.86,6434.0,182.19
9/17/2021,8:00 PM,17'02'',17.17,535.42,8518.0,241.2
9/18/2021,8:00 PM,15'00'',15.0,534.76,6180.0,175.0
9/19/2021,8:00 PM,14'00'',14.0,534.45,5518.0,156.25
9/20/2021,8:00 PM,13'3'',13.25,534.22,4679.0,132.49
9/21/2021,8:00 PM,12'10'',12.83,534.1,4244.0,120.18
9/22/2021,8:00 PM,13'7'',13.58,534.32,5040.0,142.72
9/23/2021,8:00 PM,15'08'',15.67,534.96,6699.0,189.69
9/24/2021,8:00 PM,15'03'',15.25,534.83,6371.0,180.41
9/17/2021,9:00 PM,17'0'',17.0,535.36,8393.0,237.66
9/18/2021,9:00 PM,15'00'',15.0,534.76,6180.0,175.0
9/19/2021,9:00 PM,13'11'',13.92,534.43,5422.0,153.53
9/20/2021,9:00 PM,13'3'',13.25,534.22,4679.0,132.49
9/21/2021,9:00 PM,12'10'',12.83,534.1,4244.0,120.18
9/22/2021,9:00 PM,13'7'',13.58,534.32,5040.0,142.72
9/23/2021,9:00 PM,15'10'',15.83,535.01,6837.0,193.6
9/24/2021,9:00 PM,15'02'',15.17,534.81,6307.0,178.59
9/17/2021,10:00 PM,16'11'',16.92,535.34,8274.0,234.29
9/18/2021,10:00 PM,15'00'',15.0,534.76,6180.0,175.0
9/19/2021,10:00 PM,13'10'',13.83,534.4,5327.0,150.84
9/20/2021,10:00 PM,13'3'',13.25,534.22,4679.0,132.49
9/21/2021,10:00 PM,12'10'',12.83,534.1,4244.0,120.18
9/22/2021,10:00 PM,13'7'',13.58,534.32,5040.0,142.72
9/23/2021,10:00 PM,15'11'',15.92,535.04,6906.0,195.56
9/24/2021,10:00 PM,15'01'',15.08,534.78,6244.0,176.81
9/17/2021,11:00 PM,16'10'',16.83,535.32,8156.0,230.95
9/18/2021,11:00 PM,15'00'',15.0,534.76,6180.0,175.0
9/19/2021,11:00 PM,13'10'',13.83,534.4,5327.0,150.84
9/20/2021,11:00 PM,13'3'',13.25,534.22,4679.0,132.49
9/21/2021,11:00 PM,12'10'',12.83,534.1,4244.0,120.18
9/22/2021,11:00 PM,13'7'',13.58,534.32,5040.0,142.72
9/23/2021,11:00 PM,15'11'',15.92,535.04,6906.0,195.56
9/24/2021,11:00 PM,15'01'',15.08,534.78,6244.0,176.81
9/25/2021,12:00 AM,15'01'',15.08,534.78,6244.0,176.81
26/09/2021,12:00 AM,14'6'',14.5,534.6,5862.0,165.99
9/27/2021,12:00 AM,14'6'',14.5,534.6,5862.0,165.99
9/28/2021,12:00 AM,13'4'',13.33,534.25,4768.0,135.01
9/29/2021,12:00 AM,13'4'',13.33,534.25,4768.0,135.01
9/30/2021,12:00 AM,14'00'',14.0,534.45,5518.0,156.25
9/25/2021,1:00 AM,15'00'',15.0,534.76,6180.0,175.0
26/09/2021,1:00 AM,14'6'',14.5,534.6,5862.0,165.99
9/27/2021,1:00 AM,14'02'',14.17,534.5,5633.0,159.51
9/28/2021,1:00 AM,13'3'',13.25,534.22,4679.0,132.49
9/29/2021,1:00 AM,13'4'',13.33,534.25,4768.0,135.01
9/30/2021,1:00 AM,14'01'',14.08,534.48,5576.0,157.89
9/25/2021,2:00 AM,15'00'',15.0,534.76,6180.0,175.0
26/09/2021,2:00 AM,14'6'',14.5,534.6,5862.0,165.99
9/27/2021,2:00 AM,14'02'',14.17,534.5,5633.0,159.51
9/28/2021,2:00 AM,13'3'',13.25,534.22,4679.0,132.49
9/29/2021,2:00 AM,13'3'',13.25,534.22,4679.0,132.49
9/30/2021,2:00 AM,14'3'',14.25,534.53,5690.0,161.12
9/25/2021,3:00 AM,14'11'',14.92,534.73,6127.0,173.5
26/09/2021,3:00 AM,14'6'',14.5,534.6,5862.0,165.99
9/27/2021,3:00 AM,14'01'',14.08,534.48,5576.0,157.89
9/28/2021,3:00 AM,13'2'',13.17,534.2,4591.0,130.0
9/29/2021,3:00 AM,13'3'',13.25,534.22,4679.0,132.49
9/30/2021,3:00 AM,14'5'',14.42,534.58,5805.0,164.38
9/25/2021,4:00 AM,14'11'',14.92,534.73,6127.0,173.5
26/09/2021,4:00 AM,14'6'',14.5,534.6,5862.0,165.99
9/27/2021,4:00 AM,14'00'',14.0,534.45,5518.0,156.25
9/28/2021,4:00 AM,13'2'',13.17,534.2,4591.0,130.0
9/29/2021,4:00 AM,13'2'',13.17,534.2,4591.0,130.0
9/30/2021,4:00 AM,14'6'',14.5,534.6,5862.0,165.99
9/25/2021,5:00 AM,14'10'',14.83,534.71,6074.0,172.0
26/09/2021,5:00 AM,14'6'',14.5,534.6,5862.0,165.99
9/27/2021,5:00 AM,13'11'',13.92,534.43,5422.0,153.53
9/28/2021,5:00 AM,13'2'',13.17,534.2,4591.0,130.0
9/29/2021,5:00 AM,13'2'',13.17,534.2,4591.0,130.0
9/30/2021,5:00 AM,14'8'',14.67,534.65,5968.0,168.99
9/25/2021,6:00 AM,14'9'',14.75,534.67,6021.0,170.5
26/09/2021,6:00 AM,14'6'',14.5,534.6,5862.0,165.99
9/27/2021,6:00 AM,13'10'',13.83,534.4,5327.0,150.84
9/28/2021,6:00 AM,13'1'',13.08,534.17,4503.0,127.51
9/29/2021,6:00 AM,13'1'',13.08,534.17,4503.0,127.51
9/30/2021,6:00 AM,14'9'',14.75,534.67,6021.0,170.5
9/25/2021,7:00 AM,14'9'',14.75,534.67,6021.0,170.5
26/09/2021,7:00 AM,14'7'',14.58,534.63,5915.0,167.49
9/27/2021,7:00 AM,13'10'',13.83,534.4,5327.0,150.84
9/28/2021,7:00 AM,13'2'',13.17,534.2,4591.0,130.0
9/29/2021,7:00 AM,13'1'',13.08,534.17,4503.0,127.51
9/30/2021,7:00 AM,14'10'',14.83,534.71,6074.0,172.0
9/25/2021,8:00 AM,14'8'',14.67,534.65,5968.0,168.99
26/09/2021,8:00 AM,14'7'',14.58,534.63,5915.0,167.49
9/27/2021,8:00 AM,13'9'',13.75,534.38,5231.0,148.13
9/28/2021,8:00 AM,13'2'',13.17,534.2,4591.0,130.0
9/29/2021,8:00 AM,13'1'',13.08,534.17,4503.0,127.51
9/30/2021,8:00 AM,14'10'',14.83,534.71,6074.0,172.0
9/25/2021,9:00 AM,14'8'',14.67,534.65,5968.0,168.99
26/09/2021,9:00 AM,14'7'',14.58,534.63,5915.0,167.49
9/27/2021,9:00 AM,13'9'',13.75,534.38,5231.0,148.13
9/28/2021,9:00 AM,13'2'',13.17,534.2,4591.0,130.0
9/29/2021,9:00 AM,13'1'',13.08,534.17,4503.0,127.51
9/30/2021,9:00 AM,14'11'',14.92,534.73,6127.0,173.5
9/25/2021,10:00 AM,14'7'',14.58,534.63,5915.0,167.49
26/09/2021,10:00 AM,14'7'',14.58,534.63,5915.0,167.49
9/27/2021,10:00 AM,13'9'',13.75,534.38,5231.0,148.13
9/28/2021,10:00 AM,13'2'',13.17,534.2,4591.0,130.0
9/29/2021,10:00 AM,13'1'',13.08,534.17,4503.0,127.51
9/30/2021,10:00 AM,15'00'',15.0,534.76,6180.0,175.0
9/25/2021,11:00 AM,14'7'',14.58,534.63,5915.0,167.49
26/09/2021,11:00 AM,14'7'',14.58,534.63,5915.0,167.49
9/27/2021,11:00 AM,13'8'',13.67,534.35,5136.0,145.44
9/28/2021,11:00 AM,13'3'',13.25,534.22,4679.0,132.49
9/29/2021,11:00 AM,13'1'',13.08,534.17,4503.0,127.51
9/30/2021,11:00 AM,15'01'',15.08,534.78,6244.0,176.81
9/25/2021,12:00 PM,14'7'',14.58,534.63,5915.0,167.49
26/09/2021,12:00 PM,14'7'',14.58,534.63,5915.0,167.49
9/27/2021,12:00 PM,13'8'',13.67,534.35,5136.0,145.44
9/28/2021,12:00 PM,13'3'',13.25,534.22,4679.0,132.49
9/29/2021,12:00 PM,13'1'',13.08,534.17,4503.0,127.51
9/30/2021,12:00 PM,15'02'',15.17,534.81,6307.0,178.59
9/25/2021,1:00 PM,14'7'',14.58,534.63,5915.0,167.49
26/09/2021,1:00 PM,14'7'',14.58,534.63,5915.0,167.49
9/27/2021,1:00 PM,13'7'',13.58,534.32,5040.0,142.72
9/28/2021,1:00 PM,13'4'',13.33,534.25,4768.0,135.01
9/29/2021,1:00 PM,13'1'',13.08,534.17,4503.0,127.51
9/30/2021,1:00 PM,15'02'',15.17,534.81,6307.0,178.59
9/25/2021,2:00 PM,14'7'',14.58,534.63,5915.0,167.49
26/09/2021,2:00 PM,14'8'',14.67,534.65,5968.0,168.99
9/27/2021,2:00 PM,13'7'',13.58,534.32,5040.0,142.72
9/28/2021,2:00 PM,13'4'',13.33,534.25,4768.0,135.01
9/29/2021,2:00 PM,13'1'',13.08,534.17,4503.0,127.51
9/30/2021,2:00 PM,15'02'',15.17,534.81,6307.0,178.59
9/25/2021,3:00 PM,14'6'',14.5,534.6,5862.0,165.99
26/09/2021,3:00 PM,14'8'',14.67,534.65,5968.0,168.99
9/27/2021,3:00 PM,13'6'',13.5,534.3,4944.0,140.0
9/28/2021,3:00 PM,13'5'',13.42,534.27,4856.0,137.51
9/29/2021,3:00 PM,13'2'',13.17,534.2,4591.0,130.0
9/30/2021,3:00 PM,15'01'',15.08,534.78,6244.0,176.81
9/25/2021,4:00 PM,14'6'',14.5,534.6,5862.0,165.99
26/09/2021,4:00 PM,14'8'',14.67,534.65,5968.0,168.99
9/27/2021,4:00 PM,13'6'',13.5,534.3,4944.0,140.0
9/28/2021,4:00 PM,13'6'',13.5,534.3,4944.0,140.0
9/29/2021,4:00 PM,13'3'',13.25,534.22,4679.0,132.49
9/30/2021,4:00 PM,15'01'',15.08,534.78,6244.0,176.81
9/25/2021,5:00 PM,14'6'',14.5,534.6,5862.0,165.99
26/09/2021,5:00 PM,14'8'',14.67,534.65,5968.0,168.99
9/27/2021,5:00 PM,13'5'',13.42,534.27,4856.0,137.51
9/28/2021,5:00 PM,13'7'',13.58,534.32,5040.0,142.72
9/29/2021,5:00 PM,13'4'',13.33,534.25,4768.0,135.01
9/30/2021,5:00 PM,15'01'',15.08,534.78,6244.0,176.81
9/25/2021,6:00 PM,14'6'',14.5,534.6,5862.0,165.99
26/09/2021,6:00 PM,14'7'',14.58,534.63,5915.0,167.49
9/27/2021,6:00 PM,13'5'',13.42,534.27,4856.0,137.51
9/28/2021,6:00 PM,13'7'',13.58,534.32,5040.0,142.72
9/29/2021,6:00 PM,13'6'',13.5,534.3,4944.0,140.0
9/30/2021,6:00 PM,15'00'',15.0,534.76,6180.0,175.0
9/25/2021,7:00 PM,14'6'',14.5,534.6,5862.0,165.99
26/09/2021,7:00 PM,14'7'',14.58,534.63,5915.0,167.49
9/27/2021,7:00 PM,13'5'',13.42,534.27,4856.0,137.51
9/28/2021,7:00 PM,13'6'',13.5,534.3,4944.0,140.0
9/29/2021,7:00 PM,13'8'',13.67,534.35,5136.0,145.44
9/30/2021,7:00 PM,15'01'',15.08,534.78,6244.0,176.81
9/25/2021,8:00 PM,14'6'',14.5,534.6,5862.0,165.99
26/09/2021,8:00 PM,14'7'',14.58,534.63,5915.0,167.49
9/27/2021,8:00 PM,13'4'',13.33,534.25,4768.0,135.01
9/28/2021,8:00 PM,13'6'',13.5,534.3,4944.0,140.0
9/29/2021,8:00 PM,13'9'',13.75,534.38,5231.0,148.13
9/30/2021,8:00 PM,15'01'',15.08,534.78,6244.0,176.81
9/25/2021,9:00 PM,14'6'',14.5,534.6,5862.0,165.99
26/09/2021,9:00 PM,14'6'',14.5,534.6,5862.0,165.99
9/27/2021,9:00 PM,13'4'',13.33,534.25,4768.0,135.01
9/28/2021,9:00 PM,13'5'',13.42,534.27,4856.0,137.51
9/29/2021,9:00 PM,13'10'',13.83,534.4,5327.0,150.84
9/30/2021,9:00 PM,15'01'',15.08,534.78,6244.0,176.81
9/25/2021,10:00 PM,14'6'',14.5,534.6,5862.0,165.99
26/09/2021,10:00 PM,14'6'',14.5,534.6,5862.0,165.99
9/27/2021,10:00 PM,13'4'',13.33,534.25,4768.0,135.01
9/28/2021,10:00 PM,13'5'',13.42,534.27,4856.0,137.51
9/29/2021,10:00 PM,13'10'',13.83,534.4,5327.0,150.84
9/30/2021,10:00 PM,15'01'',15.08,534.78,6244.0,176.81
9/25/2021,11:00 PM,14'6'',14.5,534.6,5862.0,165.99
26/09/2021,11:00 PM,14'6'',14.5,534.6,5862.0,165.99
9/27/2021,11:00 PM,13'4'',13.33,534.25,4768.0,135.01
9/28/2021,11:00 PM,13'5'',13.42,534.27,4856.0,137.51
9/29/2021,11:00 PM,13'11'',13.92,534.43,5422.0,153.53
9/30/2021,11:00 PM,15'02'',15.17,534.81,6307.0,178.59
10/1/2021,12:00 AM,15'02'',15.17,534.81,6307.0,178.59
10/2/2021,12:00 AM,14'8'',14.67,534.65,5968.0,168.99
10/3/2021,12:00 AM,13'3'',13.25,534.22,4679.0,132.49
10/4/2021,12:00 AM,12'09'',12.75,534.07,4158.0,117.74
10/5/2021,12:00 AM,12'06'',12.5,533.99,3902.0,110.49
10/6/2021,12:00 AM,12'03'',12.25,533.32,3628.0,102.73
10/7/2021,12:00 AM,11'03'',11.25,533.61,2958.0,83.76
10/8/2021,12:00 AM,11'08'',11.67,533.74,3178.0,89.99
10/1/2021,1:00 AM,15'02'',15.17,534.81,6307.0,178.59
10/2/2021,1:00 AM,14'8'',14.67,534.65,5968.0,168.99
10/4/2021,1:00 AM,12'09'',12.75,534.07,4158.0,117.74
10/5/2021,1:00 AM,12'06'',12.5,533.99,3902.0,110.49
10/6/2021,1:00 AM,12'03'',12.25,533.32,3628.0,102.73
10/7/2021,1:00 AM,11'03'',11.25,533.61,2958.0,83.76
10/8/2021,1:00 AM,11'10'',11.83,533.79,3267.0,92.51
10/1/2021,2:00 AM,15'02'',15.17,534.81,6307.0,178.59
10/2/2021,2:00 AM,14'6'',14.5,534.6,5862.0,165.99
10/4/2021,2:00 AM,12'09'',12.75,534.07,4158.0,117.74
10/5/2021,2:00 AM,12'06'',12.5,533.99,3902.0,110.49
10/6/2021,2:00 AM,12'02'',12.17,533.89,3938.0,111.51
10/7/2021,2:00 AM,11'03'',11.25,533.61,2958.0,83.76
10/8/2021,2:00 AM,12'00'',12.0,533.84,3355.0,95.0
10/1/2021,3:00 AM,15'02'',15.17,534.81,6307.0,178.59
10/2/2021,3:00 AM,14'5'',14.42,534.58,5805.0,164.38
10/4/2021,3:00 AM,12'09'',12.75,534.07,4158.0,117.74
10/5/2021,3:00 AM,12'06'',12.5,533.99,3902.0,110.49
10/6/2021,3:00 AM,12'02'',12.17,533.89,3938.0,111.51
10/7/2021,3:00 AM,11'03'',11.25,533.61,2958.0,83.76
10/8/2021,3:00 AM,12'02'',12.17,533.89,3938.0,111.51
10/1/2021,4:00 AM,15'02'',15.17,534.81,6307.0,178.59
10/2/2021,4:00 AM,14'3'',14.25,534.53,5690.0,161.12
10/4/2021,4:00 AM,12'09'',12.75,534.07,4158.0,117.74
10/5/2021,4:00 AM,12'07'',12.58,534.02,3988.0,112.93
10/6/2021,4:00 AM,12'00'',12.0,533.84,3355.0,95.0
10/7/2021,4:00 AM,11'03'',11.25,533.61,2958.0,83.76
10/8/2021,4:00 AM,12'03'',12.25,533.32,3628.0,102.73
10/1/2021,5:00 AM,15'02'',15.17,534.81,6307.0,178.59
10/2/2021,5:00 AM,14'02'',14.17,534.5,5633.0,159.51
10/4/2021,5:00 AM,12'08'',12.67,534.04,4073.0,115.33
10/5/2021,5:00 AM,12'07'',12.58,534.02,3988.0,112.93
10/6/2021,5:00 AM,11'11'',11.92,533.82,3311.0,93.76
10/7/2021,5:00 AM,11'03'',11.25,533.61,2958.0,83.76
10/8/2021,5:00 AM,12'05'',12.42,533.97,3611.0,102.25
10/1/2021,6:00 AM,15'01'',15.08,534.78,6244.0,176.81
10/2/2021,6:00 AM,14'02'',14.17,534.5,5633.0,159.51
10/4/2021,6:00 AM,12'07'',12.58,534.02,3988.0,112.93
10/5/2021,6:00 AM,12'08'',12.67,534.04,4073.0,115.33
10/6/2021,6:00 AM,11'11'',11.92,533.82,3311.0,93.76
10/7/2021,6:00 AM,11'04'',11.33,533.64,3002.0,85.01
10/8/2021,6:00 AM,12'07'',12.58,534.02,3988.0,112.93
10/1/2021,7:00 AM,15'01'',15.08,534.78,6244.0,176.81
10/2/2021,7:00 AM,14'01'',14.08,534.48,5576.0,157.89
10/3/2021,7:00 AM,13'3'',13.25,534.22,4679.0,132.49
10/4/2021,7:00 AM,12'07'',12.58,534.02,3988.0,112.93
10/5/2021,7:00 AM,12'08'',12.67,534.04,4073.0,115.33
10/6/2021,7:00 AM,11'09'',11.75,533.7,3224.0,91.29
10/7/2021,7:00 AM,11'04'',11.33,533.64,3002.0,85.01
10/8/2021,7:00 AM,12'07'',12.58,534.02,3988.0,112.93
10/1/2021,8:00 AM,15'01'',15.08,534.78,6244.0,176.81
10/2/2021,8:00 AM,14'01'',14.08,534.48,5576.0,157.89
10/3/2021,8:00 AM,13'2'',13.17,534.2,4591.0,130.0
10/4/2021,8:00 AM,12'07'',12.58,534.02,3988.0,112.93
10/5/2021,8:00 AM,12'08'',12.67,534.04,4073.0,115.33
10/6/2021,8:00 AM,11'08'',11.67,533.74,3178.0,89.99
10/7/2021,8:00 AM,11'04'',11.33,533.64,3002.0,85.01
10/8/2021,8:00 AM,12'08'',12.67,534.04,4073.0,115.33
10/1/2021,9:00 AM,15'01'',15.08,534.78,6244.0,176.81
10/2/2021,9:00 AM,14'01'',14.08,534.48,5576.0,157.89
10/3/2021,9:00 AM,13'1'',13.08,534.17,4503.0,127.51
10/4/2021,9:00 AM,12'07'',12.58,534.02,3988.0,112.93
10/5/2021,9:00 AM,12'08'',12.67,534.04,4073.0,115.33
10/6/2021,9:00 AM,11'07'',11.58,533.71,3134.0,88.74
10/7/2021,9:00 AM,11'04'',11.33,533.64,3002.0,85.01
10/8/2021,9:00 AM,12'08'',12.67,534.04,4073.0,115.33
10/1/2021,10:00 AM,15'01'',15.08,534.78,6244.0,176.81
10/2/2021,10:00 AM,14'01'',14.08,534.48,5576.0,157.89
10/3/2021,10:00 AM,13'1'',13.08,534.17,4503.0,127.51
10/4/2021,10:00 AM,12'06'',12.5,533.99,3902.0,110.49
10/5/2021,10:00 AM,12'08'',12.67,534.04,4073.0,115.33
10/6/2021,10:00 AM,11'06'',11.5,533.69,3090.0,87.5
10/7/2021,10:00 AM,11'04'',11.33,533.64,3002.0,85.01
10/8/2021,10:00 AM,12'07'',12.58,534.02,3988.0,112.93
10/1/2021,11:00 AM,15'00'',15.0,534.76,6180.0,175.0
10/2/2021,11:00 AM,14'00'',14.0,534.45,5518.0,156.25
10/3/2021,11:00 AM,13'00'',13.0,534.15,4414.0,124.99
10/4/2021,11:00 AM,12'06'',12.5,533.99,3902.0,110.49
10/5/2021,11:00 AM,12'08'',12.67,534.04,4073.0,115.33
10/6/2021,11:00 AM,11'05'',11.42,533.66,3046.0,86.25
10/7/2021,11:00 AM,11'04'',11.33,533.64,3002.0,85.01
10/8/2021,11:00 AM,12'06'',12.5,533.99,3902.0,110.49
10/1/2021,12:00 PM,15'00'',15.0,534.76,6180.0,175.0
10/2/2021,12:00 PM,13'11'',13.92,534.43,5422.0,153.53
10/3/2021,12:00 PM,13'00'',13.0,534.15,4414.0,124.99
10/4/2021,12:00 PM,12'06'',12.5,533.99,3902.0,110.49
10/5/2021,12:00 PM,12'07'',12.58,534.02,3988.0,112.93
10/6/2021,12:00 PM,11'04'',11.33,533.64,3002.0,85.01
10/7/2021,12:00 PM,11'04'',11.33,533.64,3002.0,85.01
10/8/2021,12:00 PM,12'06'',12.5,533.99,3902.0,110.49
10/1/2021,1:00 PM,15'00'',15.0,534.76,6180.0,175.0
10/2/2021,1:00 PM,13'11'',13.92,534.43,5422.0,153.53
10/3/2021,1:00 PM,13'00'',13.0,534.15,4414.0,124.99
10/4/2021,1:00 PM,12'06'',12.5,533.99,3902.0,110.49
10/5/2021,1:00 PM,12'07'',12.58,534.02,3988.0,112.93
10/6/2021,1:00 PM,11'04'',11.33,533.64,3002.0,85.01
10/7/2021,1:00 PM,11'04'',11.33,533.64,3002.0,85.01
10/8/2021,1:00 PM,12'05'',12.42,533.97,3611.0,102.25
10/1/2021,2:00 PM,14'11'',14.92,534.73,6127.0,173.5
10/2/2021,2:00 PM,13'10'',13.83,534.4,5327.0,150.84
10/3/2021,2:00 PM,12'11'',12.92,534.12,4329.0,122.58
10/4/2021,2:00 PM,12'05'',12.42,533.97,3611.0,102.25
